 (Half Day),(आधे दिन)
Bill Date,बिल की तारीख
Bill No,विधेयक नहीं
Bill of Material to be considered for manufacturing,सामग्री का बिल के लिए निर्माण के लिए विचार किया
Bill of Materials,सामग्री के बिल
Bill of Materials (BOM),सामग्री के बिल (बीओएम)
Billable,बिल
Billed,का बिल
Billed Amt,बिल भेजा राशि
Billing,बिलिंग
Billing Address,बिलिंग पता
Billing Address Name,बिलिंग पता नाम
Billing Status,बिलिंग स्थिति
Bills raised by Suppliers.,विधेयकों आपूर्तिकर्ता द्वारा उठाए गए.
Bills raised to Customers.,बिलों ग्राहकों के लिए उठाया.
Bin,बिन
Bio,जैव
Bio will be displayed in blog section etc.,जैव ब्लॉग अनुभाग आदि में प्रदर्शित किया जाएगा
Birth Date,जन्म तिथि
Blob,बूँद
Block Date,तिथि ब्लॉक
Block Days,ब्लॉक दिन
Block Holidays on important days.,महत्वपूर्ण दिन पर छुट्टियाँ मै.
Block leave applications by department.,विभाग द्वारा आवेदन छोड़ मै.
Blog Category,ब्लॉग श्रेणी
Blog Intro,ब्लॉग परिचय
Blog Introduction,ब्लॉग परिचय
Blog Post,ब्लॉग पोस्ट
Blog Settings,ब्लॉग सेटिंग्स
Blog Subscriber,ब्लॉग सब्सक्राइबर
Blog Title,ब्लॉग शीर्षक
Blogger,ब्लॉगर
Blood Group,रक्त वर्ग
Bookmarks,बुकमार्क
Branch,शाखा
Brand,ब्रांड
Brand HTML,ब्रांड HTML
Brand Name,ब्रांड नाम
"Brand is what appears on the top-right of the toolbar. If it is an image, make sure ithas a transparent background and use the &lt;img /&gt; tag. Keep size as 200px x 30px","ब्रांड है क्या सही उपकरण पट्टी के शीर्ष पर प्रकट होता है. यदि यह एक छवि है, यकीन है कि एक पारदर्शी पृष्ठभूमि ithas और &lt;img /&gt; टैग का उपयोग करें. 200px x 30px के रूप में आकार रखें"
