DocType: Accounting Period,Period Name,期间名称
apps/erpnext/erpnext/public/js/call_popup/call_popup.js,Call Disconnected,呼叫已断开连接
DocType: Sales Invoice Item,Delivered By Supplier,交付供应商
DocType: Asset Maintenance Task,Asset Maintenance Task,资产维护任务
DocType: SMS Center,All Contact,所有联系人
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Annual Salary,年薪
DocType: Daily Work Summary,Daily Work Summary,每日工作总结
DocType: Period Closing Voucher,Closing Fiscal Year,结算财年
apps/erpnext/erpnext/accounts/party.py,{0} {1} is frozen,{0} {1}已冻结
apps/erpnext/erpnext/setup/doctype/company/company.py,Please select Existing Company for creating Chart of Accounts,请选择现有的公司创建会计科目表
apps/erpnext/erpnext/accounts/doctype/account/chart_of_accounts/verified/standard_chart_of_accounts_with_account_number.py,Stock Expenses,库存费用
apps/erpnext/erpnext/stock/doctype/batch/batch.js,Select Target Warehouse,选择目标仓库
apps/erpnext/erpnext/stock/doctype/batch/batch.js,Select Target Warehouse,选择目标仓库
apps/erpnext/erpnext/hr/doctype/employee/employee.js,Please enter Preferred Contact Email,请输入首选电子邮件联系
DocType: Purchase Invoice Item,Accepted Qty,接受数量
DocType: Journal Entry,Contra Entry,对销分录
DocType: Journal Entry Account,Credit in Company Currency,基于公司本货的信用额度
DocType: Lab Test UOM,Lab Test UOM,实验室测试基础计量单位
DocType: Delivery Note,Installation Status,安装状态
DocType: BOM,Quality Inspection Template,质量检验模板
apps/erpnext/erpnext/education/doctype/student_attendance_tool/student_attendance_tool.js,"Do you want to update attendance?<br>Present: {0}\
					<br>Absent: {1}",你想更新考勤？ <br>出勤：{0} \ <br>缺勤：{1}
apps/erpnext/erpnext/controllers/buying_controller.py,Accepted + Rejected Qty must be equal to Received quantity for Item {0},已接收+已拒收数量须等于物料{0}的已接收数量
DocType: Item,Supply Raw Materials for Purchase,采购时提供原材料给供应商
DocType: Agriculture Analysis Criteria,Fertilizer,肥料
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,"Cannot ensure delivery by Serial No as \
				Item {0} is added with and without Ensure Delivery by \
				Serial No.",无法通过序列号确保交货，因为\项目{0}是否添加了确保交货\序列号
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,At least one mode of payment is required for POS invoice.,需要为POS费用清单定义至少一种付款模式
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,Batch no is required for batched item {0},批处理项{0}需要批次否
DocType: Bank Statement Transaction Invoice Item,Bank Statement Transaction Invoice Item,银行对账单交易费用清单条目
DocType: Salary Detail,Tax on flexible benefit,弹性福利计税
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Item {0} is not active or end of life has been reached,物料{0}处于非活动或寿命终止状态
DocType: Student Admission Program,Minimum Age,最低年龄
apps/erpnext/erpnext/utilities/user_progress.py,Example: Basic Mathematics,例如：基础数学
DocType: Customer,Primary Address,主要地址
apps/erpnext/erpnext/manufacturing/report/bom_stock_calculated/bom_stock_calculated.py,Diff Qty,差异数量
DocType: Production Plan,Material Request Detail,材料申请信息
DocType: Selling Settings,Default Quotation Validity Days,默认报价有效天数
apps/erpnext/erpnext/controllers/accounts_controller.py,"To include tax in row {0} in Item rate, taxes in rows {1} must also be included",要包括税款，行{0}项率，税收行{1}也必须包括在内
apps/erpnext/erpnext/config/quality_management.py,Quality Procedure.,质量程序。
DocType: SMS Center,SMS Center,短信中心
DocType: Payroll Entry,Validate Attendance,验证考勤
DocType: Sales Invoice,Change Amount,找零
DocType: Party Tax Withholding Config,Certificate Received,已收到证书
DocType: GST Settings,Set Invoice Value for B2C. B2CL and B2CS calculated based on this invoice value.,设置B2C的费用清单值。 B2CL和B2CS根据此费用清单值计算。
DocType: BOM Update Tool,New BOM,新建物料清单
apps/erpnext/erpnext/healthcare/doctype/patient_appointment/patient_appointment.js,Prescribed Procedures,规定程序
apps/erpnext/erpnext/accounts/report/sales_payment_summary/sales_payment_summary.js,Show only POS,只显示POS
DocType: Supplier Group,Supplier Group Name,供应商群组名称
DocType: Driver,Driving License Categories,驾驶执照类别
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.py,Please enter Delivery Date,请输入交货日期
DocType: Depreciation Schedule,Make Depreciation Entry,创建计算折旧凭证
DocType: Closed Document,Closed Document,已关闭文件
DocType: HR Settings,Leave Settings,保留设置
DocType: Appraisal Template Goal,KRA,KRA
DocType: Lead,Request Type,需求类型
DocType: Purpose of Travel,Purpose of Travel,出差目的
DocType: Payroll Period,Payroll Periods,工资期间
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Broadcasting,广播
apps/erpnext/erpnext/config/retail.py,Setup mode of POS (Online / Offline),POS（在线/离线）的设置模式
DocType: Manufacturing Settings,Disables creation of time logs against Work Orders. Operations shall not be tracked against Work Order,禁止根据工单创建时间日志。不得根据工作指令跟踪操作
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Execution,执行
apps/erpnext/erpnext/config/manufacturing.py,Details of the operations carried out.,生产操作信息。
DocType: Asset Maintenance Log,Maintenance Status,维护状态
DocType: Purchase Invoice Item,Item Tax Amount Included in Value,物品税金额包含在价值中
apps/erpnext/erpnext/non_profit/doctype/member/member_dashboard.py,Membership Details,会员资格
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,{0} {1}: Supplier is required against Payable account {2},{0} {1}：供应商对于应付账款科目来说是必输的{2}
apps/erpnext/erpnext/config/buying.py,Items and Pricing,物料和定价
apps/erpnext/erpnext/projects/doctype/project/project_dashboard.html,Total hours: {0},总时间：{0}
apps/erpnext/erpnext/accounts/report/trial_balance/trial_balance.py,From Date should be within the Fiscal Year. Assuming From Date = {0},起始日期应该在财年之内。财年起始日是{0}
DocType: Patient Medical Record,HLC-PMR-.YYYY.-,HLC-PMR-.YYYY.-
DocType: Drug Prescription,Interval,间隔
DocType: Pricing Rule,Promotional Scheme Id,促销计划ID
apps/erpnext/erpnext/setup/setup_wizard/operations/install_fixtures.py,Preference,偏爱
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,Inward Supplies(liable to reverse charge,内向供应（可能反向充电
DocType: Supplier,Individual,个人
DocType: Academic Term,Academics User,学术界用户
DocType: Cheque Print Template,Amount In Figure,量图
DocType: Loan Application,Loan Info,贷款信息
apps/erpnext/erpnext/regional/doctype/gstr_3b_report/gstr_3b_report.html,All Other ITC,所有其他ITC
apps/erpnext/erpnext/config/crm.py,Plan for maintenance visits.,规划维护访问。
DocType: Supplier Scorecard Period,Supplier Scorecard Period,供应商记分卡期
DocType: Support Settings,Search APIs,搜索API
DocType: Share Transfer,Share Transfer,股份转让
,Expiring Memberships,即将到期的会员
apps/erpnext/erpnext/templates/pages/home.html,Read blog,阅读博客
DocType: POS Profile,Customer Groups,客户群
apps/erpnext/erpnext/public/js/financial_statements.js,Financial Statements,财务报表
DocType: Guardian,Students,学生们
apps/erpnext/erpnext/config/buying.py,Rules for applying pricing and discount.,规则适用的定价和折扣。
DocType: Daily Work Summary,Daily Work Summary Group,每日工作总结组
DocType: Practitioner Schedule,Time Slots,时隙
apps/erpnext/erpnext/stock/doctype/price_list/price_list.py,Price List must be applicable for Buying or Selling,房产价格必须适用于采购或出售
DocType: Shift Assignment,Shift Request,工作班别申请
apps/erpnext/erpnext/selling/doctype/installation_note/installation_note.py,Installation date cannot be before delivery date for Item {0},物料{0}的安装日期不能早于交付日期
DocType: Purchase Invoice Item,Discount on Price List Rate (%),基于价格清单价格的折扣（％）
apps/erpnext/erpnext/public/js/utils/item_quick_entry.js,Item Template,物料模板
DocType: Job Offer,Select Terms and Conditions,选择条款和条件
apps/erpnext/erpnext/stock/report/stock_balance/stock_balance.py,Out Value,输出值
DocType: Bank Statement Settings Item,Bank Statement Settings Item,银行对账单设置项
DocType: Woocommerce Settings,Woocommerce Settings,Woocommerce设置
DocType: Leave Ledger Entry,Transaction Name,交易名称
DocType: Production Plan,Sales Orders,销售订单
apps/erpnext/erpnext/selling/doctype/customer/customer.py,Multiple Loyalty Program found for the Customer. Please select manually.,为客户找到多个忠诚度计划。请手动选择。
DocType: Purchase Taxes and Charges,Valuation,库存评估价
apps/erpnext/erpnext/selling/page/point_of_sale/point_of_sale.js,Set as Default,设置为默认
apps/erpnext/erpnext/stock/doctype/batch/batch.py,Expiry date is mandatory for selected item.,所选项目必须有效期限。
,Purchase Order Trends,采购订单趋势
apps/erpnext/erpnext/utilities/user_progress.py,Go to Customers,转到客户
DocType: Hotel Room Reservation,Late Checkin,延迟入住
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,Finding linked payments,查找关联付款
apps/erpnext/erpnext/templates/emails/request_for_quotation.html,The request for quotation can be accessed by clicking on the following link,报价请求可以通过点击以下链接进行访问
DocType: Quiz Result,Selected Option,选择的选项
DocType: SG Creation Tool Course,SG Creation Tool Course,SG创建工具课程
DocType: Bank Statement Transaction Invoice Item,Payment Description,付款说明
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Insufficient Stock,库存不足
DocType: Manufacturing Settings,Disable Capacity Planning and Time Tracking,禁用容量规划和时间跟踪
DocType: Email Digest,New Sales Orders,新建销售订单
DocType: Bank Account,Bank Account,银行科目
DocType: Travel Itinerary,Check-out Date,离开日期
DocType: Leave Type,Allow Negative Balance,允许负余额
apps/erpnext/erpnext/projects/doctype/project_type/project_type.py,You cannot delete Project Type 'External',您不能删除“外部”类型的项目
apps/erpnext/erpnext/public/js/utils.js,Select Alternate Item,选择替代物料
DocType: Employee,Create User,创建用户
DocType: Selling Settings,Default Territory,默认地区
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Television,电视
DocType: Work Order Operation,Updated via 'Time Log',通过“时间日志”更新
apps/erpnext/erpnext/accounts/doctype/bank_guarantee/bank_guarantee.py,Select the customer or supplier.,选择客户或供应商。
apps/erpnext/erpnext/support/doctype/service_level/service_level.py,Select only one Priority as Default.,仅选择一个优先级作为默认值。
apps/erpnext/erpnext/controllers/taxes_and_totals.py,Advance amount cannot be greater than {0} {1},预付金额不能大于{0} {1}
apps/erpnext/erpnext/healthcare/doctype/practitioner_schedule/practitioner_schedule.js,"Time slot skiped, the slot {0} to {1} overlap exisiting slot {2} to {3}",时隙滑动，时隙{0}到{1}与现有时隙{2}重叠到{3}
DocType: Naming Series,Series List for this Transaction,此交易的系列列表
DocType: Company,Enable Perpetual Inventory,启用永续库存功能（每次库存移动实时生成会计凭证）
DocType: Bank Guarantee,Charges Incurred,产生的费用
apps/erpnext/erpnext/public/js/education/lms/quiz.js,Something went wrong while evaluating the quiz.,评估测验时出了点问题。
DocType: Company,Default Payroll Payable Account,默认应付职工薪资科目
apps/erpnext/erpnext/public/js/hub/pages/Item.vue,Edit Details,编辑细节
apps/erpnext/erpnext/education/doctype/student_group/student_group.js,Update Email Group,更新电子邮件组
DocType: POS Profile,Only show Customer of these Customer Groups,仅显示这些客户组的客户
DocType: Sales Invoice,Is Opening Entry,是否期初分录
apps/erpnext/erpnext/public/js/conf.js,Documentation,记入文档
DocType: Lab Test Template,"If unchecked, the item wont be appear in Sales Invoice, but can be used in group test creation. ",如果不勾选，该物料不会出现在销售费用清单中，但可用于创建组测试。
DocType: Customer Group,Mention if non-standard receivable account applicable,如果不规范应收账款适用的话应提及
DocType: Course Schedule,Instructor Name,导师姓名
DocType: Company,Arrear Component,欠费组件
apps/erpnext/erpnext/stock/doctype/pick_list/pick_list.py,Stock Entry has been already created against this Pick List,已经根据此选择列表创建了股票输入
DocType: Supplier Scorecard,Criteria Setup,条件设置
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,For Warehouse is required before Submit,提交前必须选择仓库
apps/erpnext/erpnext/accounts/print_format/payment_receipt_voucher/payment_receipt_voucher.html,Received On,收到的
