Period Name,期間名稱
List a few of your customers. They could be organizations or individuals.,列出一些你的客戶。他們可以是組織或個人。
Enough Parts to Build,足夠的配件組裝
POS Profile User,POS配置文件用戶
Row {0}: Depreciation Start Date is required,行{0}：折舊開始日期是必需的
Service Start Date,服務開始日期
Subscription Invoice,訂閱發票
Direct Income,直接收入
Date TIme,約會時間
"Can not filter based on Account, if grouped by Account",7 。總計：累積總數達到了這一點。
Administrative Officer,政務主任
Setting up company and taxes,建立公司和稅收
Please select Course,請選擇課程
Codification Table,編纂表
Hrs,小時
Please select Company,請選擇公司
Difference Account,差異科目
Supplier GSTIN,供應商GSTIN,
Cannot close task as its dependant task {0} is not closed.,不能因為其依賴的任務{0}沒有關閉關閉任務。
Please enter Warehouse for which Material Request will be raised,請輸入物料需求欲增加的倉庫
Additional Operating Cost,額外的運營成本
Lab Routine,實驗室常規
Cosmetics,化妝品
Please select Completion Date for Completed Asset Maintenance Log,請選擇已完成資產維護日誌的完成日期
"To merge, following properties must be same for both items",若要合併，以下屬性必須為這兩個項目是相同的
Block Supplier,塊供應商
Net Weight,淨重
Emergency Phone,緊急電話
{0} {1} does not exist.,{0} {1} 不存在。
Buy,購買
Serial No Warranty Expiry,序列號保修到期
Offline POS Name,離線POS名稱
Student Application,學生申請
Payment Reference,付款憑據
Hold Type,保持類型
Please define grade for Threshold 0%,請定義等級為閾值0％
Please define grade for Threshold 0%,請定義等級為閾值0％
Bank Statement Transaction Payment Item,銀行對賬單交易付款項目
To Deliver,為了提供
Item,項目
High Sensitivity,高靈敏度
Volunteer Type information.,志願者類型信息。
Cash Flow Mapping Template,現金流量映射模板
Show Return Entries,顯示返回條目
Serial no item cannot be a fraction,序號項目不能是一個分數
Difference (Dr - Cr),差異（Dr - Cr）
Profit and Loss,損益
"Not permitted, configure Lab Test Template as required",不允許，根據需要配置實驗室測試模板
Risk Factors,風險因素
Occupational Hazards and Environmental Factors,職業危害與環境因素
Stock Entries already created for Work Order ,已為工單創建的庫存條目
Respiratory rate,呼吸頻率
Managing Subcontracting,管理轉包
Body Temperature,體溫
Project will be accessible on the website to these users,項目將在網站向這些用戶上訪問
Cannot cancel {0} {1} because Serial No {2} does not belong to the warehouse {3},無法取消{0} {1}，因為序列號{2}不屬於倉庫{3}
Default Deferred Expense Account,默認遞延費用科目
Define Project type.,定義項目類型。
Weighting Function,加權函數
OP Consulting Charge,OP諮詢費
Setup your ,設置你的
Show Marks,顯示標記
Get Latest Query,獲取最新查詢
Rate at which Price list currency is converted to company's base currency,價目表貨幣被換算成公司基礎貨幣的匯率
Account {0} does not belong to company: {1},科目{0}不屬於公司：{1}
Abbreviation already used for another company,另一家公司已使用此縮寫
Default Customer Group,預設客戶群組
"If disable, 'Rounded Total' field will not be visible in any transaction",如果禁用，“圓角總計”字段將不可見的任何交易
Operating Cost,營業成本
Produced Items,生產物品
Match Transaction to Invoices,將交易與發票匹配
Unblock Invoice,取消屏蔽發票
Increment cannot be 0,增量不能為0,
Delete Company Transactions,刪除公司事務
Reference No and Reference Date is mandatory for Bank transaction,參考編號和參考日期是強制性的銀行交易
Add / Edit Taxes and Charges,新增 / 編輯稅金及費用
Supplier Invoice No,供應商發票號碼
For reference,供參考
Appointment Confirmation,預約確認
"Cannot delete Serial No {0}, as it is used in stock transactions",無法刪除序列號{0}，因為它採用的是現貨交易
Closing (Cr),關閉（Cr）
Move Item,移動項目
Warranty Period (Days),保修期限（天數）
Total Credit/ Debit Amount should be same as linked Journal Entry,總信用/借方金額應與鏈接的日記帳分錄相同
Installation Note Item,安裝注意項
Pending Qty,待定數量
{0} {1} is not active,{0} {1}是不活動
Freight and Forwarding Account,貨運和轉運科目
Setup cheque dimensions for printing,設置檢查尺寸打印
Bloated,脹
Supplier Warehouse mandatory for sub-contracted Purchase Receipt,對於轉包的採購入庫單，供應商倉庫是強制性輸入的。
Total Commission,佣金總計
Tax Withholding Account,扣繳稅款科目
Sales Partner,銷售合作夥伴
All Supplier scorecards.,所有供應商記分卡。
Purchase Receipt Required,需要採購入庫單
Rail,軌
Target warehouse in row {0} must be same as Work Order,行{0}中的目標倉庫必須與工單相同
Valuation Rate is mandatory if Opening Stock entered,估價費用是強制性的，如果打開庫存進入
No records found in the Invoice table,沒有在發票表中找到記錄
Please select Company and Party Type first,請選擇公司和黨的第一型
"Already set default in pos profile {0} for user {1}, kindly disabled default",已經在用戶{1}的pos配置文件{0}中設置了默認值，請禁用默認值
Financial / accounting year.,財務／會計年度。
Accumulated Values,累積值
"Sorry, Serial Nos cannot be merged",對不起，序列號無法合併
Customer Group will set to selected group while syncing customers from Shopify,客戶組將在同步Shopify客戶的同時設置為選定的組
Territory is Required in POS Profile,POS Profile中需要領域
Hub User,中心用戶
Make Sales Order,製作銷售訂單
Salary Slip submitted for period from {0} to {1},從{0}到{1}
Project Task,項目任務
Redeemed Points,兌換積分
Lead Id,潛在客戶標識
Grand Total,累計
Section Code,部分代碼
Payslip,工資單
Item Cart,項目車
Fiscal Year Start Date should not be greater than Fiscal Year End Date,會計年度開始日期應不大於財政年度結束日期
Resolution,決議
Personal Bio,個人自傳
Membership ID,會員ID,
Delivered: {0},交貨：{0}
Connected to QuickBooks,連接到QuickBooks,
Payable Account,應付帳款
Type of Payment,付款類型
Billing and Delivery Status,結算和交貨狀態
Repeat Customers,回頭客
Create Variant,創建變體
Shipping Bill Date,運費單日期
Production Plan,生產計劃
Opening Invoice Creation Tool,打開發票創建工具
Sales Return,銷貨退回
Set Qty in Transactions based on Serial No Input,根據序列號輸入設置交易數量
Total Stock Summary,總庫存總結
"You can only plan for upto {0} vacancies and budget {1} \
				for {2} as per staffing plan {3} for parent company {4}.",根據母公司{4}的人員配置計劃{3}，您只能針對{2}計劃最多{0}個職位空缺和預算{1} \。
Posted By,發布者
Delivered by Supplier (Drop Ship),由供應商交貨（直接發運）
Confirmation Message,確認訊息
Database of potential customers.,數據庫的潛在客戶。
Customer or Item,客戶或項目
Customer database.,客戶數據庫。
Quotation To,報價到
Opening (Cr),開啟（Cr ）
Default Unit of Measure for Item {0} cannot be changed directly because you have already made some transaction(s) with another UOM. You will need to create a new Item to use a different Default UOM.,測度項目的默認單位{0}不能直接改變，因為你已經做了一些交易（S）與其他計量單位。您將需要創建一個新的項目，以使用不同的默認計量單位。
Allocated amount can not be negative,分配金額不能為負
Share Balance,份額平衡
AWS Access Key ID,AWS訪問密鑰ID,
Billed Amt,已結算額
A logical Warehouse against which stock entries are made.,對這些庫存分錄帳進行的邏輯倉庫。
Total Outstanding: {0},總計：{0}
Sales Invoice Timesheet,銷售發票時間表
Reference No & Reference Date is required for {0},參考號與參考日期須為{0}
Default Invoice Naming Series,默認發票命名系列
"Create Employee records to manage leaves, expense claims and payroll",建立員工檔案管理葉，報銷和工資
An error occurred during the update process,更新過程中發生錯誤
Restaurant Reservation,餐廳預訂
Proposal Writing,提案寫作
Payment Entry Deduction,輸入付款扣除
Wrapping up,包起來
Notify Customers via Email,通過電子郵件通知客戶
Batch Number Series,批號系列
Another Sales Person {0} exists with the same Employee id,另外銷售人員{0}存在具有相同員工ID,
Authorization Settings,授權設置
Masters,資料主檔
Maximum Assessment Score,最大考核評分
Update Bank Transaction Dates,更新銀行交易日期
Time Tracking,時間跟踪
DUPLICATE FOR TRANSPORTER,輸送機重複
Fiscal Year Company,會計年度公司
DN Detail,DN詳細
Billed,計費
Batch Description,批次說明
Creating student groups,創建學生組
Creating student groups,創建學生組
"Payment Gateway Account not created, please create one manually.",支付閘道科目沒有創建，請手動創建一個。
Not eligible for the admission in this program as per DOB,按照DOB的規定，沒有資格參加本計劃
Sales Taxes and Charges,銷售稅金及費用
Sibling Details,兄弟姐妹詳情
Automatically triggers the feedback request based on conditions.,自動觸發基於條件的反饋請求。
Reason for Resignation,辭退原因
Credit Note Issued,信用票據發行
Invoice/Journal Entry Details,發票/日記帳分錄詳細資訊
{0} '{1}' not in Fiscal Year {2},{0}“ {1}”不在財政年度{2}
Settings for Buying Module,設置購買模塊
Asset {0} does not belong to company {1},資產{0}不屬於公司{1}
Please enter Purchase Receipt first,請先輸入採購入庫單
Supplier Naming By,供應商命名
Default Costing Rate,默認成本核算率
Maintenance Schedule,維護計劃
"Then Pricing Rules are filtered out based on Customer, Customer Group, Territory, Supplier, Supplier Type, Campaign, Sales Partner etc.",然後定價規則將被過濾掉基於客戶，客戶群組，領地，供應商，供應商類型，活動，銷售合作夥伴等。
Net Change in Inventory,在庫存淨變動
Passport Number,護照號碼
Relation with Guardian2,與關係Guardian2,
Manager,經理
From Fiscal Year,從財政年度開始
New credit limit is less than current outstanding amount for the customer. Credit limit has to be atleast {0},新的信用額度小於當前餘額為客戶著想。信用額度是ATLEAST {0}
Please set account in Warehouse {0},請在倉庫{0}中設置會計科目
'Based On' and 'Group By' can not be same,“根據”和“分組依據”不能相同
