DocType: Accounting Period,Period Name,ຊື່ໄລຍະເວລາ
apps/erpnext/erpnext/hr/doctype/expense_claim_type/expense_claim_type.py,Same Company is entered more than once,ບໍລິສັດດຽວກັນແມ່ນເຂົ້າໄປຫຼາຍກ່ວາຫນຶ່ງຄັ້ງ
DocType: Patient,Married,ການແຕ່ງງານ
apps/erpnext/erpnext/accounts/party.py,Not permitted for {0},ບໍ່ອະນຸຍາດໃຫ້ສໍາລັບການ {0}
apps/erpnext/erpnext/accounts/doctype/purchase_invoice/purchase_invoice.js,Get items from,ໄດ້ຮັບການລາຍການຈາກ
DocType: Stock Entry,Send to Subcontractor,ສົ່ງໃຫ້ຜູ້ຮັບ ເໝົາ
DocType: Purchase Invoice,Apply Tax Withholding Amount,ນໍາໃຊ້ອັດຕາການເກັບພາສີ
apps/erpnext/erpnext/manufacturing/doctype/job_card/job_card.py,Total completed qty can not be greater than for quantity,ຈໍານວນທັງ ໝົດ ທີ່ຄົບຖ້ວນແລ້ວບໍ່ສາມາດໃຫຍ່ກວ່າ ຈຳ ນວນ
apps/erpnext/erpnext/accounts/doctype/sales_invoice/sales_invoice.py,Stock cannot be updated against Delivery Note {0},Stock ບໍ່ສາມາດຮັບການປັບປຸງຕໍ່ການສົ່ງເງິນ {0}
apps/erpnext/erpnext/accounts/report/tds_computation_summary/tds_computation_summary.py,Total Amount Credited,ຈໍານວນເງິນທີ່ໄດ້ຮັບການຢັ້ງຢືນ
apps/erpnext/erpnext/templates/generators/item_group.html,No items listed,ບໍ່ມີລາຍະລະບຸໄວ້
DocType: Asset Repair,Error Description,Error Description
DocType: Payment Reconciliation,Reconcile,ທໍາ
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Grocery,ຂາຍເຄື່ອງແຫ້ງ
DocType: Quality Inspection Reading,Reading 1,ອ່ານ 1
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Pension Funds,ກອງທຶນບໍານານ
DocType: Exchange Rate Revaluation Account,Gain/Loss,Gain / Loss
DocType: Crop,Perennial,ອາຍຸຫລາຍປີ
DocType: Program,Is Published,ຖືກຈັດພີມມາ
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.js,Show Delivery Notes,ສະແດງບັນທຶກການສົ່ງ
apps/erpnext/erpnext/controllers/status_updater.py,"To allow over billing, update ""Over Billing Allowance"" in Accounts Settings or the Item.","ເພື່ອອະນຸຍາດການເອີ້ນເກັບເງິນ, ໃຫ້ອັບເດດ &quot;Over Billing Allowance&quot; ໃນການຕັ້ງຄ່າບັນຊີຫລືລາຍການ."
DocType: Patient Appointment,Procedure,Procedure
DocType: Accounts Settings,Use Custom Cash Flow Format,ໃຊ້ Custom Flow Format Format
DocType: SMS Center,All Sales Person,ທັງຫມົດຄົນຂາຍ
DocType: Monthly Distribution,**Monthly Distribution** helps you distribute the Budget/Target across months if you have seasonality in your business.,** ການແຜ່ກະຈາຍລາຍເດືອນ ** ຈະຊ່ວຍໃຫ້ທ່ານການແຈກຢາຍງົບປະມານ / ເປົ້າຫມາຍໃນທົ່ວເດືອນຖ້າຫາກວ່າທ່ານມີຕາມລະດູໃນທຸລະກິດຂອງທ່ານ.
apps/erpnext/erpnext/accounts/page/pos/pos.js,Not items found,ບໍ່ພົບລາຍການ
apps/erpnext/erpnext/hr/doctype/salary_slip/salary_slip.py,Salary Structure Missing,ໂຄງປະກອບການເງິນເດືອນທີ່ຫາຍໄປ
DocType: Lead,Person Name,ຊື່ບຸກຄົນ
,Supplier Ledger Summary,ຜູ້ສະ ໜອງ Ledger Summary
DocType: Sales Invoice Item,Sales Invoice Item,ສິນຄ້າລາຄາ Invoice
DocType: Quality Procedure Table,Quality Procedure Table,ຕາຕະລາງຂັ້ນຕອນຄຸນນະພາບ
DocType: Account,Credit,ການປ່ອຍສິນເຊື່ອ
DocType: POS Profile,Write Off Cost Center,ຂຽນ Off ສູນຕົ້ນທຶນ
apps/erpnext/erpnext/public/js/setup_wizard.js,"e.g. ""Primary School"" or ""University""",ຕົວຢ່າງ: &quot;ໂຮງຮຽນປະຖົມ&quot; ຫຼື &quot;ວິທະຍາໄລ&quot;
apps/erpnext/erpnext/config/stock.py,Stock Reports,ບົດລາຍງານ Stock
DocType: Warehouse,Warehouse Detail,ຂໍ້ມູນ Warehouse
apps/erpnext/erpnext/hr/doctype/vehicle/vehicle.py,Last carbon check date cannot be a future date,ວັນທີກວດກາຄາບອນສຸດທ້າຍບໍ່ສາມາດເປັນວັນທີໃນອະນາຄົດ
apps/erpnext/erpnext/education/doctype/academic_term/academic_term.py,The Term End Date cannot be later than the Year End Date of the Academic Year to which the term is linked (Academic Year {}). Please correct the dates and try again.,ວັນທີໄລຍະສຸດທ້າຍບໍ່ສາມາດຈະຕໍ່ມາກ່ວາປີທີ່ສິ້ນສຸດຂອງປີທາງວິຊາການທີ່ໃນໄລຍະການມີການເຊື່ອມຕໍ່ (ປີທາງວິຊາການ {}). ກະລຸນາແກ້ໄຂຂໍ້ມູນວັນແລະພະຍາຍາມອີກເທື່ອຫນຶ່ງ.
apps/erpnext/erpnext/stock/doctype/item/item.py,"""Is Fixed Asset"" cannot be unchecked, as Asset record exists against the item","&quot;ແມ່ນຊັບສິນຄົງທີ່&quot; ບໍ່ສາມາດຈະມີການກວດກາ, ເປັນການບັນທຶກຊັບສິນລາຄາຕໍ່ລາຍການ"
DocType: Delivery Trip,Departure Time,ເວລາອອກຍ່າງທາງ
DocType: Vehicle Service,Brake Oil,ນ້ໍາມັນຫ້າມລໍ້
DocType: Tax Rule,Tax Type,ປະເພດອາກອນ
,Completed Work Orders,ຄໍາສັ່ງເຮັດວຽກສໍາເລັດແລ້ວ
DocType: Support Settings,Forum Posts,Forum Posts
apps/erpnext/erpnext/stock/doctype/stock_reconciliation/stock_reconciliation.py,"The task has been enqueued as a background job. In case there is any issue on processing in background, the system will add a comment about the error on this Stock Reconciliation and revert to the Draft stage","ວຽກງານດັ່ງກ່າວໄດ້ຖືກຮວບຮວມເປັນວຽກພື້ນຖານ. ໃນກໍລະນີມີບັນຫາກ່ຽວກັບການປະມວນຜົນໃນພື້ນຫລັງ, ລະບົບຈະເພີ່ມ ຄຳ ເຫັນກ່ຽວກັບຂໍ້ຜິດພາດກ່ຽວກັບຫຼັກຊັບຫຸ້ນຄືນນີ້ແລະກັບຄືນສູ່ຂັ້ນຕອນຮ່າງ"
apps/erpnext/erpnext/accounts/doctype/pricing_rule/utils.py,"Sorry,coupon code validity has not started","ຂໍໂທດ, ລະຫັດຄູປອງຍັງບໍ່ໄດ້ເລີ່ມຕົ້ນ"
apps/erpnext/erpnext/regional/india/utils.py,Taxable Amount,ຈໍານວນພາສີ
apps/erpnext/erpnext/accounts/doctype/gl_entry/gl_entry.py,You are not authorized to add or update entries before {0},ເຈົ້າຍັງບໍ່ໄດ້ອະນຸຍາດໃຫ້ເພີ່ມຫຼືການປັບປຸງການອອກສຽງກ່ອນ {0}
DocType: Leave Policy,Leave Policy Details,ອອກຈາກລາຍລະອຽດຂອງນະໂຍບາຍ
DocType: BOM,Item Image (if not slideshow),ລາຍການຮູບພາບ (ຖ້າຫາກວ່າບໍ່ໂຊ)
apps/erpnext/erpnext/stock/doctype/stock_entry/stock_entry.py,Row #{0}: Operation {1} is not completed for {2} qty of finished goods in Work Order {3}. Please update operation status via Job Card {4}.,ແຖວ # {0}: ການ ດຳ ເນີນງານ {1} ບໍ່ໄດ້ ສຳ ເລັດ ສຳ ລັບ {2} ສິນຄ້າ ສຳ ເລັດຮູບ ຈຳ ນວນຫຼາຍໃນ ຄຳ ສັ່ງເຮັດວຽກ {3}. ກະລຸນາປັບປຸງສະຖານະການ ດຳ ເນີນງານຜ່ານບັດວຽກ {4}.
DocType: Work Order Operation,(Hour Rate / 60) * Actual Operation Time,(ຊົ່ວໂມງອັດຕາ / 60) * ຈິງທີ່ໃຊ້ເວລາການດໍາເນີນງານ
apps/erpnext/erpnext/accounts/doctype/payment_entry/payment_entry.js,Row #{0}: Reference Document Type must be one of Expense Claim or Journal Entry,ແຖວ # {0}: Reference ປະເພດເອກະສານຕ້ອງເປັນຫນຶ່ງໃນການຮຽກຮ້ອງຄ່າຫຼືອະນຸທິນ
apps/erpnext/erpnext/selling/doctype/sales_order/sales_order.js,Select BOM,ເລືອກ BOM
DocType: SMS Log,SMS Log,SMS ເຂົ້າສູ່ລະບົບ
DocType: Call Log,Ringing,ການແຫວນ
apps/erpnext/erpnext/projects/report/project_wise_stock_tracking/project_wise_stock_tracking.py,Cost of Delivered Items,ຄ່າໃຊ້ຈ່າຍຂອງການສົ່ງ
apps/erpnext/erpnext/hr/doctype/holiday_list/holiday_list.py,The holiday on {0} is not between From Date and To Date,ວັນພັກໃນ {0} ບໍ່ແມ່ນລະຫວ່າງຕັ້ງແຕ່ວັນທີ່ແລະວັນທີ
DocType: Inpatient Record,Admission Scheduled,Admission Scheduled
DocType: Student Log,Student Log,ເຂົ້າສູ່ລະບົບນັກສຶກສາ
apps/erpnext/erpnext/config/buying.py,Templates of supplier standings.,ແມ່ແບບຂອງຕໍາແຫນ່ງສະຫນອງ.
DocType: Lead,Interested,ຄວາມສົນໃຈ
apps/erpnext/erpnext/hr/report/employee_leave_balance/employee_leave_balance.py,Opening,ເປີດ
apps/erpnext/erpnext/education/doctype/student_report_generation_tool/student_report_generation_tool.html,Program: ,ໂປລແກລມ:
DocType: Item,Copy From Item Group,ຄັດລອກຈາກກຸ່ມສິນຄ້າ
DocType: Journal Entry,Opening Entry,Entry ເປີດ
apps/erpnext/erpnext/accounts/doctype/cheque_print_template/cheque_print_template.js,Account Pay Only,ບັນຊີຈ່າຍພຽງແຕ່
DocType: Loan,Repay Over Number of Periods,ຕອບບຸນແທນຄຸນໃນໄລຍະຈໍານວນຂອງໄລຍະເວລາ
apps/erpnext/erpnext/manufacturing/report/bom_stock_report/bom_stock_report.py,Quantity to Produce can not be less than Zero,ປະລິມານການຜະລິດບໍ່ສາມາດຕ່ ຳ ກວ່າສູນ
DocType: Stock Entry,Additional Costs,ຄ່າໃຊ້ຈ່າຍເພີ່ມເຕີມ
apps/erpnext/erpnext/accounts/doctype/account/account.py,Account with existing transaction can not be converted to group.,ບັນຊີກັບທຸລະກໍາທີ່ມີຢູ່ແລ້ວບໍ່ສາມາດປ່ຽນໃຈເຫລື້ອມໃສກຸ່ມ.
DocType: Lead,Product Enquiry,ສອບຖາມຂໍ້ມູນຜະລິດຕະພັນ
DocType: Education Settings,Validate Batch for Students in Student Group,ກວດສອບຊຸດສໍາລັບນັກສຶກສາໃນກຸ່ມນັກສຶກສາ
apps/erpnext/erpnext/hr/doctype/attendance/attendance.py,No leave record found for employee {0} for {1},ບໍ່ມີການບັນທຶກໃບພົບພະນັກງານ {0} ສໍາລັບ {1}
DocType: Company,Unrealized Exchange Gain/Loss Account,ບັນຊີແລກປ່ຽນມູນຄ່າທີ່ບໍ່ມີການຮູ້ຈິງ
apps/erpnext/erpnext/stock/doctype/landed_cost_voucher/landed_cost_voucher.js,Please enter company first,ກະລຸນາໃສ່ບໍລິສັດທໍາອິດ
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,Please select Company first,ກະລຸນາເລືອກບໍລິສັດທໍາອິດ
DocType: Employee Education,Under Graduate,ພາຍໃຕ້ການຈົບການສຶກສາ
apps/erpnext/erpnext/hr/doctype/leave_application/leave_application.py,Please set default template for Leave Status Notification in HR Settings.,ກະລຸນາຕັ້ງຄ່າແມ່ແບບມາດຕະຖານສໍາລັບການປ່ອຍ Notification ສະຖານະໃນ HR Settings.
apps/erpnext/erpnext/selling/report/sales_partner_target_variance_based_on_item_group/sales_partner_target_variance_based_on_item_group.js,Target On,ເປົ້າຫມາຍກ່ຽວກັບ
DocType: BOM,Total Cost,ຄ່າໃຊ້ຈ່າຍທັງຫມົດ
apps/erpnext/erpnext/hr/doctype/leave_allocation/leave_allocation.js,Allocation Expired!,ການຈັດສັນ ໝົດ ອາຍຸ!
DocType: Soil Analysis,Ca/K,Ca / K
DocType: Leave Type,Maximum Carry Forwarded Leaves,ໃບສົ່ງຕໍ່ສູງສຸດ
DocType: Salary Slip,Employee Loan,ເງິນກູ້ພະນັກງານ
DocType: Additional Salary,HR-ADS-.YY.-.MM.-,HR-ADS-.YY .-. MM.-
DocType: Fee Schedule,Send Payment Request Email,ສົ່ງອີເມວການຈ່າຍເງິນ
apps/erpnext/erpnext/manufacturing/doctype/bom/bom.py,Item {0} does not exist in the system or has expired,ລາຍການ {0} ບໍ່ຢູ່ໃນລະບົບຫຼືຫມົດອາຍຸແລ້ວ
DocType: Supplier,Leave blank if the Supplier is blocked indefinitely,ປ່ອຍໃຫ້ເປົ່າຖ້າຜູ້ໃຫ້ບໍລິການຖືກປິດບັງຕະຫຼອດເວລາ
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Real Estate,ອະສັງຫາລິມະຊັບ
apps/erpnext/erpnext/accounts/report/general_ledger/general_ledger.html,Statement of Account,ຖະແຫຼງການຂອງບັນຊີ
apps/erpnext/erpnext/setup/setup_wizard/data/industry_type.py,Pharmaceuticals,ຢາ
DocType: Purchase Invoice Item,Is Fixed Asset,ແມ່ນຊັບສິນຄົງທີ່
apps/erpnext/erpnext/accounts/report/accounts_receivable/accounts_receivable.js,Show Future Payments,ສະແດງການຈ່າຍເງິນໃນອະນາຄົດ
DocType: Patient,HLC-PAT-.YYYY.-,HLC-PAT -YYYY.-
apps/erpnext/erpnext/accounts/page/bank_reconciliation/bank_reconciliation.js,This bank account is already synchronized,ບັນຊີທະນາຄານນີ້ຖືກຊິ້ງຂໍ້ມູນແລ້ວ
DocType: Homepage,Homepage Section,ພາກສ່ວນເວບໄຊທ໌
apps/erpnext/erpnext/manufacturing/doctype/work_order/work_order.py,Work Order has been {0},ຄໍາສັ່ງເຮັດວຽກໄດ້ຖືກ {0}
DocType: Budget,Applicable on Purchase Order,ສາມາດໃຊ້ໄດ້ໃນຄໍາສັ່ງຊື້
DocType: Item,STO-ITEM-.YYYY.-,STO-ITEM -YYYY.-
apps/erpnext/erpnext/hr/doctype/hr_settings/hr_settings.py,Password policy for Salary Slips is not set,ນະໂຍບາຍລະຫັດລັບ ສຳ ລັບໃບເງິນເດືອນແມ່ນບໍ່ໄດ້ ກຳ ນົດ
apps/erpnext/erpnext/accounts/doctype/pos_profile/pos_profile.py,Duplicate customer group found in the cutomer group table,ກຸ່ມລູກຄ້າຊ້ໍາກັນພົບເຫັນຢູ່ໃນຕາຕະລາງກຸ່ມ cutomer ໄດ້
